NAME,GEOG,NID,ASSESSMENT_CHANGE,SALES_QUARTILE,OVER_UNDER,D_OVER_UNDER,COUNT,D_COUNT,MED_SALES_PRICE,MED_SALES_RATIO,COD,D_COD,PRD,N_LOW_COUNT,VCS_LOW_COUNT
Sterling Ridge,neighborhood,1273,65.8325807677151,Q4,Underassessed,Underassessed,1,1,616000,0.669146875,9.27089213692958,13.6944397720422,1.00309987950965,Y,NA
Stillwood,neighborhood,1274,96.6363064286189,Q1,Overassessed,Overassessed,4,4,328250,0.627668529847979,15.5814756493411,17.727990797515,1.02323040750421,NA,NA
Stillwood,neighborhood,1275,96.6363064286189,Q2,Accurate,Accurate,2,2,328250,0.627668529847979,15.5814756493411,17.727990797515,1.02323040750421,NA,NA
Stillwood,neighborhood,1276,96.6363064286189,Q2,Overassessed,Overassessed,2,2,328250,0.627668529847979,15.5814756493411,17.727990797515,1.02323040750421,NA,NA
Stillwood,neighborhood,1277,96.6363064286189,Q3,Accurate,Accurate,1,1,328250,0.627668529847979,15.5814756493411,17.727990797515,1.02323040750421,NA,NA
Stillwood,neighborhood,1278,96.6363064286189,Q3,Overassessed,Overassessed,1,1,328250,0.627668529847979,15.5814756493411,17.727990797515,1.02323040750421,NA,NA
Stillwood,neighborhood,1279,96.6363064286189,Q3,Underassessed,Underassessed,1,1,328250,0.627668529847979,15.5814756493411,17.727990797515,1.02323040750421,NA,NA
Stillwood,neighborhood,1280,96.6363064286189,Q4,Underassessed,Underassessed,3,3,328250,0.627668529847979,15.5814756493411,17.727990797515,1.02323040750421,NA,NA
Stirrup Creek,neighborhood,1281,117.031999894615,Q1,Accurate,Accurate,2,2,417500,0.512871875,7.91608623561625,13.3959623113661,1.00528236754351,NA,NA
Stirrup Creek,neighborhood,1282,117.031999894615,Q1,Overassessed,Overassessed,1,1,417500,0.512871875,7.91608623561625,13.3959623113661,1.00528236754351,NA,NA
Stirrup Creek,neighborhood,1283,117.031999894615,Q1,Underassessed,Underassessed,2,2,417500,0.512871875,7.91608623561625,13.3959623113661,1.00528236754351,NA,NA
Stirrup Creek,neighborhood,1284,117.031999894615,Q2,Overassessed,Overassessed,1,1,417500,0.512871875,7.91608623561625,13.3959623113661,1.00528236754351,NA,NA
Stirrup Creek,neighborhood,1285,117.031999894615,Q2,Underassessed,Underassessed,4,4,417500,0.512871875,7.91608623561625,13.3959623113661,1.00528236754351,NA,NA
Stirrup Creek,neighborhood,1286,117.031999894615,Q3,Accurate,Accurate,2,2,417500,0.512871875,7.91608623561625,13.3959623113661,1.00528236754351,NA,NA
Stirrup Creek,neighborhood,1287,117.031999894615,Q3,Underassessed,Underassessed,3,3,417500,0.512871875,7.91608623561625,13.3959623113661,1.00528236754351,NA,NA
Stirrup Creek,neighborhood,1288,117.031999894615,Q4,Accurate,Accurate,2,2,417500,0.512871875,7.91608623561625,13.3959623113661,1.00528236754351,NA,NA
Stirrup Creek,neighborhood,1289,117.031999894615,Q4,Underassessed,Underassessed,3,3,417500,0.512871875,7.91608623561625,13.3959623113661,1.00528236754351,NA,NA
Stonehill Estates,neighborhood,1290,106.009722878479,Q1,Accurate,Accurate,3,3,311750,0.519866951144026,13.132461152019,14.8187746974576,1.02419352225703,NA,NA
Stonehill Estates,neighborhood,1291,106.009722878479,Q1,Overassessed,Overassessed,13,13,311750,0.519866951144026,13.132461152019,14.8187746974576,1.02419352225703,NA,NA
Stonehill Estates,neighborhood,1292,106.009722878479,Q1,Underassessed,Underassessed,2,2,311750,0.519866951144026,13.132461152019,14.8187746974576,1.02419352225703,NA,NA
Stonehill Estates,neighborhood,1293,106.009722878479,Q2,Accurate,Accurate,7,7,311750,0.519866951144026,13.132461152019,14.8187746974576,1.02419352225703,NA,NA
Stonehill Estates,neighborhood,1294,106.009722878479,Q2,Underassessed,Underassessed,11,11,311750,0.519866951144026,13.132461152019,14.8187746974576,1.02419352225703,NA,NA
Stonehill Estates,neighborhood,1295,106.009722878479,Q3,Accurate,Accurate,5,5,311750,0.519866951144026,13.132461152019,14.8187746974576,1.02419352225703,NA,NA
Stonehill Estates,neighborhood,1296,106.009722878479,Q3,Underassessed,Underassessed,13,13,311750,0.519866951144026,13.132461152019,14.8187746974576,1.02419352225703,NA,NA
Stonehill Estates,neighborhood,1297,106.009722878479,Q4,Accurate,Accurate,4,4,311750,0.519866951144026,13.132461152019,14.8187746974576,1.02419352225703,NA,NA
Stonehill Estates,neighborhood,1298,106.009722878479,Q4,Underassessed,Underassessed,14,14,311750,0.519866951144026,13.132461152019,14.8187746974576,1.02419352225703,NA,NA
Summer Meadow,neighborhood,1299,86.4886498310625,Q1,Accurate,Accurate,5,5,325500,0.574486488294314,13.7066286563727,13.7051883629638,1.02791661284097,NA,NA
Summer Meadow,neighborhood,1300,86.4886498310625,Q1,Overassessed,Overassessed,3,3,325500,0.574486488294314,13.7066286563727,13.7051883629638,1.02791661284097,NA,NA
Summer Meadow,neighborhood,1301,86.4886498310625,Q2,Accurate,Accurate,3,3,325500,0.574486488294314,13.7066286563727,13.7051883629638,1.02791661284097,NA,NA
Summer Meadow,neighborhood,1302,86.4886498310625,Q2,Overassessed,Overassessed,2,2,325500,0.574486488294314,13.7066286563727,13.7051883629638,1.02791661284097,NA,NA
Summer Meadow,neighborhood,1303,86.4886498310625,Q2,Underassessed,Underassessed,3,3,325500,0.574486488294314,13.7066286563727,13.7051883629638,1.02791661284097,NA,NA
Summer Meadow,neighborhood,1304,86.4886498310625,Q3,Accurate,Accurate,1,1,325500,0.574486488294314,13.7066286563727,13.7051883629638,1.02791661284097,NA,NA
Summer Meadow,neighborhood,1305,86.4886498310625,Q3,Overassessed,Overassessed,2,2,325500,0.574486488294314,13.7066286563727,13.7051883629638,1.02791661284097,NA,NA
Summer Meadow,neighborhood,1306,86.4886498310625,Q3,Underassessed,Underassessed,4,4,325500,0.574486488294314,13.7066286563727,13.7051883629638,1.02791661284097,NA,NA
Summer Meadow,neighborhood,1307,86.4886498310625,Q4,Accurate,Accurate,3,3,325500,0.574486488294314,13.7066286563727,13.7051883629638,1.02791661284097,NA,NA
Summer Meadow,neighborhood,1308,86.4886498310625,Q4,Overassessed,Overassessed,1,1,325500,0.574486488294314,13.7066286563727,13.7051883629638,1.02791661284097,NA,NA
Summer Meadow,neighborhood,1309,86.4886498310625,Q4,Underassessed,Underassessed,3,3,325500,0.574486488294314,13.7066286563727,13.7051883629638,1.02791661284097,NA,NA
Sunningdale,neighborhood,1310,75.5961225770134,Q1,Accurate,Accurate,1,1,465000,0.571707668439716,15.9272588780465,15.7109734218188,1.05629069536478,NA,NA
Sunningdale,neighborhood,1311,75.5961225770134,Q1,Overassessed,Overassessed,3,3,465000,0.571707668439716,15.9272588780465,15.7109734218188,1.05629069536478,NA,NA
Sunningdale,neighborhood,1312,75.5961225770134,Q2,Accurate,Accurate,3,3,465000,0.571707668439716,15.9272588780465,15.7109734218188,1.05629069536478,NA,NA
Sunningdale,neighborhood,1313,75.5961225770134,Q2,Overassessed,Overassessed,1,1,465000,0.571707668439716,15.9272588780465,15.7109734218188,1.05629069536478,NA,NA
Sunningdale,neighborhood,1314,75.5961225770134,Q3,Accurate,Accurate,4,4,465000,0.571707668439716,15.9272588780465,15.7109734218188,1.05629069536478,NA,NA
Sunningdale,neighborhood,1315,75.5961225770134,Q4,Accurate,Accurate,3,3,465000,0.571707668439716,15.9272588780465,15.7109734218188,1.05629069536478,NA,NA
Sunningdale,neighborhood,1316,75.5961225770134,Q4,Underassessed,Underassessed,1,1,465000,0.571707668439716,15.9272588780465,15.7109734218188,1.05629069536478,NA,NA
Surrey Green,neighborhood,1317,97.9173913086019,Q1,Overassessed,Overassessed,2,2,1120000,0.525208939902949,21.0320315985217,21.0583752457918,1.07835583661111,NA,NA
Surrey Green,neighborhood,1318,97.9173913086019,Q1,Underassessed,Underassessed,1,1,1120000,0.525208939902949,21.0320315985217,21.0583752457918,1.07835583661111,NA,NA
Surrey Green,neighborhood,1319,97.9173913086019,Q2,Accurate,Accurate,2,2,1120000,0.525208939902949,21.0320315985217,21.0583752457918,1.07835583661111,NA,NA
Surrey Green,neighborhood,1320,97.9173913086019,Q2,Underassessed,Underassessed,1,1,1120000,0.525208939902949,21.0320315985217,21.0583752457918,1.07835583661111,NA,NA
Surrey Green,neighborhood,1321,97.9173913086019,Q3,Underassessed,Underassessed,2,2,1120000,0.525208939902949,21.0320315985217,21.0583752457918,1.07835583661111,NA,NA
Surrey Green,neighborhood,1322,97.9173913086019,Q4,Underassessed,Underassessed,2,2,1120000,0.525208939902949,21.0320315985217,21.0583752457918,1.07835583661111,NA,NA
Swann's Mill,neighborhood,1323,92.233580451724,Q1,Accurate,Accurate,7,7,353000,0.535098507462687,10.4164976548188,11.0607437639126,1.00853909811303,NA,NA
Swann's Mill,neighborhood,1324,92.233580451724,Q1,Overassessed,Overassessed,3,3,353000,0.535098507462687,10.4164976548188,11.0607437639126,1.00853909811303,NA,NA
Swann's Mill,neighborhood,1325,92.233580451724,Q1,Underassessed,Underassessed,1,1,353000,0.535098507462687,10.4164976548188,11.0607437639126,1.00853909811303,NA,NA
Swann's Mill,neighborhood,1326,92.233580451724,Q2,Accurate,Accurate,3,3,353000,0.535098507462687,10.4164976548188,11.0607437639126,1.00853909811303,NA,NA
Swann's Mill,neighborhood,1327,92.233580451724,Q2,Overassessed,Overassessed,1,1,353000,0.535098507462687,10.4164976548188,11.0607437639126,1.00853909811303,NA,NA
Swann's Mill,neighborhood,1328,92.233580451724,Q2,Underassessed,Underassessed,7,7,353000,0.535098507462687,10.4164976548188,11.0607437639126,1.00853909811303,NA,NA
Swann's Mill,neighborhood,1329,92.233580451724,Q3,Accurate,Accurate,4,4,353000,0.535098507462687,10.4164976548188,11.0607437639126,1.00853909811303,NA,NA
Swann's Mill,neighborhood,1330,92.233580451724,Q3,Overassessed,Overassessed,1,1,353000,0.535098507462687,10.4164976548188,11.0607437639126,1.00853909811303,NA,NA
Swann's Mill,neighborhood,1331,92.233580451724,Q3,Underassessed,Underassessed,6,6,353000,0.535098507462687,10.4164976548188,11.0607437639126,1.00853909811303,NA,NA
Swann's Mill,neighborhood,1332,92.233580451724,Q4,Accurate,Accurate,6,6,353000,0.535098507462687,10.4164976548188,11.0607437639126,1.00853909811303,NA,NA
Swann's Mill,neighborhood,1333,92.233580451724,Q4,Overassessed,Overassessed,1,1,353000,0.535098507462687,10.4164976548188,11.0607437639126,1.00853909811303,NA,NA
Swann's Mill,neighborhood,1334,92.233580451724,Q4,Underassessed,Underassessed,3,3,353000,0.535098507462687,10.4164976548188,11.0607437639126,1.00853909811303,NA,NA
The Commons,neighborhood,1335,70.4003138339657,Q1,Accurate,Accurate,1,1,475000,0.600003962848297,8.0593031711275,8.81652884714007,1.00200762063526,Y,NA
The Commons,neighborhood,1336,70.4003138339657,Q1,Overassessed,Overassessed,1,1,475000,0.600003962848297,8.0593031711275,8.81652884714007,1.00200762063526,Y,NA
The Commons,neighborhood,1337,70.4003138339657,Q2,Overassessed,Overassessed,1,1,475000,0.600003962848297,8.0593031711275,8.81652884714007,1.00200762063526,Y,NA
The Commons,neighborhood,1338,70.4003138339657,Q2,Underassessed,Underassessed,1,1,475000,0.600003962848297,8.0593031711275,8.81652884714007,1.00200762063526,Y,NA
The Commons,neighborhood,1339,70.4003138339657,Q3,Accurate,Accurate,2,2,475000,0.600003962848297,8.0593031711275,8.81652884714007,1.00200762063526,Y,NA
The Commons,neighborhood,1340,70.4003138339657,Q4,Accurate,Accurate,1,1,475000,0.600003962848297,8.0593031711275,8.81652884714007,1.00200762063526,Y,NA
The Commons,neighborhood,1341,70.4003138339657,Q4,Overassessed,Overassessed,1,1,475000,0.600003962848297,8.0593031711275,8.81652884714007,1.00200762063526,Y,NA
The Hills at Southpoint,neighborhood,1342,59.8387341686629,Q1,Overassessed,Overassessed,9,9,765000,0.718166896551724,12.194129994625,23.763311857866,1.01609525112148,NA,NA
The Hills at Southpoint,neighborhood,1343,59.8387341686629,Q2,Accurate,Accurate,3,3,765000,0.718166896551724,12.194129994625,23.763311857866,1.01609525112148,NA,NA
The Hills at Southpoint,neighborhood,1344,59.8387341686629,Q2,Overassessed,Overassessed,5,5,765000,0.718166896551724,12.194129994625,23.763311857866,1.01609525112148,NA,NA
The Hills at Southpoint,neighborhood,1345,59.8387341686629,Q3,Accurate,Accurate,2,2,765000,0.718166896551724,12.194129994625,23.763311857866,1.01609525112148,NA,NA
The Hills at Southpoint,neighborhood,1346,59.8387341686629,Q3,Overassessed,Overassessed,6,6,765000,0.718166896551724,12.194129994625,23.763311857866,1.01609525112148,NA,NA
The Hills at Southpoint,neighborhood,1347,59.8387341686629,Q4,Accurate,Accurate,5,5,765000,0.718166896551724,12.194129994625,23.763311857866,1.01609525112148,NA,NA
The Hills at Southpoint,neighborhood,1348,59.8387341686629,Q4,Overassessed,Overassessed,3,3,765000,0.718166896551724,12.194129994625,23.763311857866,1.01609525112148,NA,NA
Treyburn,neighborhood,1349,62.8704011309219,Q1,Accurate,Accurate,9,9,557500,0.645203546144121,14.7988464967313,19.5628784687413,0.992048986181606,NA,NA
Treyburn,neighborhood,1350,62.8704011309219,Q1,Overassessed,Overassessed,23,23,557500,0.645203546144121,14.7988464967313,19.5628784687413,0.992048986181606,NA,NA
Treyburn,neighborhood,1351,62.8704011309219,Q1,Underassessed,Underassessed,4,4,557500,0.645203546144121,14.7988464967313,19.5628784687413,0.992048986181606,NA,NA
Treyburn,neighborhood,1352,62.8704011309219,Q2,Accurate,Accurate,15,15,557500,0.645203546144121,14.7988464967313,19.5628784687413,0.992048986181606,NA,NA
Treyburn,neighborhood,1353,62.8704011309219,Q2,Overassessed,Overassessed,17,17,557500,0.645203546144121,14.7988464967313,19.5628784687413,0.992048986181606,NA,NA
Treyburn,neighborhood,1354,62.8704011309219,Q2,Underassessed,Underassessed,4,4,557500,0.645203546144121,14.7988464967313,19.5628784687413,0.992048986181606,NA,NA
Treyburn,neighborhood,1355,62.8704011309219,Q3,Accurate,Accurate,17,17,557500,0.645203546144121,14.7988464967313,19.5628784687413,0.992048986181606,NA,NA
Treyburn,neighborhood,1356,62.8704011309219,Q3,Overassessed,Overassessed,16,16,557500,0.645203546144121,14.7988464967313,19.5628784687413,0.992048986181606,NA,NA
Treyburn,neighborhood,1357,62.8704011309219,Q3,Underassessed,Underassessed,2,2,557500,0.645203546144121,14.7988464967313,19.5628784687413,0.992048986181606,NA,NA
Treyburn,neighborhood,1358,62.8704011309219,Q4,Accurate,Accurate,9,9,557500,0.645203546144121,14.7988464967313,19.5628784687413,0.992048986181606,NA,NA
Treyburn,neighborhood,1359,62.8704011309219,Q4,Overassessed,Overassessed,23,23,557500,0.645203546144121,14.7988464967313,19.5628784687413,0.992048986181606,NA,NA
Treyburn,neighborhood,1360,62.8704011309219,Q4,Underassessed,Underassessed,3,3,557500,0.645203546144121,14.7988464967313,19.5628784687413,0.992048986181606,NA,NA
Trinity Heights,neighborhood,1361,68.8253558522068,Q1,Accurate,Accurate,1,1,775000,0.6066125,19.5571517843259,20.907613181928,1.0289103999812,NA,NA
Trinity Heights,neighborhood,1362,68.8253558522068,Q1,Overassessed,Overassessed,5,5,775000,0.6066125,19.5571517843259,20.907613181928,1.0289103999812,NA,NA
Trinity Heights,neighborhood,1363,68.8253558522068,Q2,Accurate,Accurate,1,1,775000,0.6066125,19.5571517843259,20.907613181928,1.0289103999812,NA,NA
Trinity Heights,neighborhood,1364,68.8253558522068,Q2,Overassessed,Overassessed,3,3,775000,0.6066125,19.5571517843259,20.907613181928,1.0289103999812,NA,NA
Trinity Heights,neighborhood,1365,68.8253558522068,Q2,Underassessed,Underassessed,1,1,775000,0.6066125,19.5571517843259,20.907613181928,1.0289103999812,NA,NA
Trinity Heights,neighborhood,1366,68.8253558522068,Q3,Accurate,Accurate,2,2,775000,0.6066125,19.5571517843259,20.907613181928,1.0289103999812,NA,NA
Trinity Heights,neighborhood,1367,68.8253558522068,Q3,Underassessed,Underassessed,3,3,775000,0.6066125,19.5571517843259,20.907613181928,1.0289103999812,NA,NA
Trinity Heights,neighborhood,1368,68.8253558522068,Q4,Accurate,Accurate,1,1,775000,0.6066125,19.5571517843259,20.907613181928,1.0289103999812,NA,NA
Trinity Heights,neighborhood,1369,68.8253558522068,Q4,Overassessed,Overassessed,2,2,775000,0.6066125,19.5571517843259,20.907613181928,1.0289103999812,NA,NA
Trinity Heights,neighborhood,1370,68.8253558522068,Q4,Underassessed,Underassessed,2,2,775000,0.6066125,19.5571517843259,20.907613181928,1.0289103999812,NA,NA
Trinity Park,neighborhood,1371,67.7535242070908,Q1,Accurate,Accurate,4,4,640000,0.615595567867036,18.2728740706554,19.8401103934775,1.02263692108689,NA,NA
Trinity Park,neighborhood,1372,67.7535242070908,Q1,Overassessed,Overassessed,20,20,640000,0.615595567867036,18.2728740706554,19.8401103934775,1.02263692108689,NA,NA
Trinity Park,neighborhood,1373,67.7535242070908,Q1,Underassessed,Underassessed,12,12,640000,0.615595567867036,18.2728740706554,19.8401103934775,1.02263692108689,NA,NA
Trinity Park,neighborhood,1374,67.7535242070908,Q2,Accurate,Accurate,12,12,640000,0.615595567867036,18.2728740706554,19.8401103934775,1.02263692108689,NA,NA
Trinity Park,neighborhood,1375,67.7535242070908,Q2,Overassessed,Overassessed,15,15,640000,0.615595567867036,18.2728740706554,19.8401103934775,1.02263692108689,NA,NA
Trinity Park,neighborhood,1376,67.7535242070908,Q2,Underassessed,Underassessed,8,8,640000,0.615595567867036,18.2728740706554,19.8401103934775,1.02263692108689,NA,NA
Trinity Park,neighborhood,1377,67.7535242070908,Q3,Accurate,Accurate,7,7,640000,0.615595567867036,18.2728740706554,19.8401103934775,1.02263692108689,NA,NA
Trinity Park,neighborhood,1378,67.7535242070908,Q3,Overassessed,Overassessed,15,15,640000,0.615595567867036,18.2728740706554,19.8401103934775,1.02263692108689,NA,NA
Trinity Park,neighborhood,1379,67.7535242070908,Q3,Underassessed,Underassessed,13,13,640000,0.615595567867036,18.2728740706554,19.8401103934775,1.02263692108689,NA,NA
Trinity Park,neighborhood,1380,67.7535242070908,Q4,Accurate,Accurate,14,14,640000,0.615595567867036,18.2728740706554,19.8401103934775,1.02263692108689,NA,NA
Trinity Park,neighborhood,1381,67.7535242070908,Q4,Overassessed,Overassessed,10,10,640000,0.615595567867036,18.2728740706554,19.8401103934775,1.02263692108689,NA,NA
Trinity Park,neighborhood,1382,67.7535242070908,Q4,Underassessed,Underassessed,11,11,640000,0.615595567867036,18.2728740706554,19.8401103934775,1.02263692108689,NA,NA
Trotter Ridge,neighborhood,1383,95.6905615980837,Q1,Accurate,Accurate,1,1,474500,0.588905571117336,18.4118308888206,18.6527756433419,1.04015368007047,NA,NA
Trotter Ridge,neighborhood,1384,95.6905615980837,Q1,Overassessed,Overassessed,3,3,474500,0.588905571117336,18.4118308888206,18.6527756433419,1.04015368007047,NA,NA
Trotter Ridge,neighborhood,1385,95.6905615980837,Q1,Underassessed,Underassessed,1,1,474500,0.588905571117336,18.4118308888206,18.6527756433419,1.04015368007047,NA,NA
Trotter Ridge,neighborhood,1386,95.6905615980837,Q2,Accurate,Accurate,3,3,474500,0.588905571117336,18.4118308888206,18.6527756433419,1.04015368007047,NA,NA
Trotter Ridge,neighborhood,1387,95.6905615980837,Q2,Overassessed,Overassessed,2,2,474500,0.588905571117336,18.4118308888206,18.6527756433419,1.04015368007047,NA,NA
Trotter Ridge,neighborhood,1388,95.6905615980837,Q3,Accurate,Accurate,1,1,474500,0.588905571117336,18.4118308888206,18.6527756433419,1.04015368007047,NA,NA
Trotter Ridge,neighborhood,1389,95.6905615980837,Q3,Overassessed,Overassessed,1,1,474500,0.588905571117336,18.4118308888206,18.6527756433419,1.04015368007047,NA,NA
Trotter Ridge,neighborhood,1390,95.6905615980837,Q3,Underassessed,Underassessed,2,2,474500,0.588905571117336,18.4118308888206,18.6527756433419,1.04015368007047,NA,NA
Trotter Ridge,neighborhood,1391,95.6905615980837,Q4,Accurate,Accurate,1,1,474500,0.588905571117336,18.4118308888206,18.6527756433419,1.04015368007047,NA,NA
Trotter Ridge,neighborhood,1392,95.6905615980837,Q4,Overassessed,Overassessed,1,1,474500,0.588905571117336,18.4118308888206,18.6527756433419,1.04015368007047,NA,NA
Trotter Ridge,neighborhood,1393,95.6905615980837,Q4,Underassessed,Underassessed,2,2,474500,0.588905571117336,18.4118308888206,18.6527756433419,1.04015368007047,NA,NA
Tuscaloosa-Lakewood,neighborhood,1394,82.9788512534552,Q1,Overassessed,Overassessed,20,20,413750,0.652369337685801,20.7681513626092,25.2566838631094,1.04768769721972,NA,NA
Tuscaloosa-Lakewood,neighborhood,1395,82.9788512534552,Q2,Accurate,Accurate,7,7,413750,0.652369337685801,20.7681513626092,25.2566838631094,1.04768769721972,NA,NA
Tuscaloosa-Lakewood,neighborhood,1396,82.9788512534552,Q2,Overassessed,Overassessed,9,9,413750,0.652369337685801,20.7681513626092,25.2566838631094,1.04768769721972,NA,NA
Tuscaloosa-Lakewood,neighborhood,1397,82.9788512534552,Q2,Underassessed,Underassessed,4,4,413750,0.652369337685801,20.7681513626092,25.2566838631094,1.04768769721972,NA,NA
Tuscaloosa-Lakewood,neighborhood,1398,82.9788512534552,Q3,Accurate,Accurate,5,5,413750,0.652369337685801,20.7681513626092,25.2566838631094,1.04768769721972,NA,NA
Tuscaloosa-Lakewood,neighborhood,1399,82.9788512534552,Q3,Overassessed,Overassessed,6,6,413750,0.652369337685801,20.7681513626092,25.2566838631094,1.04768769721972,NA,NA
Tuscaloosa-Lakewood,neighborhood,1400,82.9788512534552,Q3,Underassessed,Underassessed,8,8,413750,0.652369337685801,20.7681513626092,25.2566838631094,1.04768769721972,NA,NA
Tuscaloosa-Lakewood,neighborhood,1401,82.9788512534552,Q4,Accurate,Accurate,2,2,413750,0.652369337685801,20.7681513626092,25.2566838631094,1.04768769721972,NA,NA
Tuscaloosa-Lakewood,neighborhood,1402,82.9788512534552,Q4,Overassessed,Overassessed,9,9,413750,0.652369337685801,20.7681513626092,25.2566838631094,1.04768769721972,NA,NA
Tuscaloosa-Lakewood,neighborhood,1403,82.9788512534552,Q4,Underassessed,Underassessed,8,8,413750,0.652369337685801,20.7681513626092,25.2566838631094,1.04768769721972,NA,NA
Unity Village,neighborhood,1404,92.1958601808928,Q1,Accurate,Accurate,3,3,217500,0.556648780487805,22.5915817123668,22.5179247744973,1.08772906816894,NA,NA
Unity Village,neighborhood,1405,92.1958601808928,Q1,Overassessed,Overassessed,4,4,217500,0.556648780487805,22.5915817123668,22.5179247744973,1.08772906816894,NA,NA
Unity Village,neighborhood,1406,92.1958601808928,Q2,Accurate,Accurate,3,3,217500,0.556648780487805,22.5915817123668,22.5179247744973,1.08772906816894,NA,NA
Unity Village,neighborhood,1407,92.1958601808928,Q2,Underassessed,Underassessed,3,3,217500,0.556648780487805,22.5915817123668,22.5179247744973,1.08772906816894,NA,NA
Unity Village,neighborhood,1408,92.1958601808928,Q3,Accurate,Accurate,3,3,217500,0.556648780487805,22.5915817123668,22.5179247744973,1.08772906816894,NA,NA
Unity Village,neighborhood,1409,92.1958601808928,Q3,Underassessed,Underassessed,3,3,217500,0.556648780487805,22.5915817123668,22.5179247744973,1.08772906816894,NA,NA
Unity Village,neighborhood,1410,92.1958601808928,Q4,Underassessed,Underassessed,6,6,217500,0.556648780487805,22.5915817123668,22.5179247744973,1.08772906816894,NA,NA
Valley Run,neighborhood,1411,87.739230126553,Q1,Accurate,Accurate,1,1,383500,0.573405194805195,11.7557849870341,11.8104415338432,1.01711335343648,NA,NA
Valley Run,neighborhood,1412,87.739230126553,Q1,Overassessed,Overassessed,5,5,383500,0.573405194805195,11.7557849870341,11.8104415338432,1.01711335343648,NA,NA
Valley Run,neighborhood,1413,87.739230126553,Q2,Accurate,Accurate,4,4,383500,0.573405194805195,11.7557849870341,11.8104415338432,1.01711335343648,NA,NA
Valley Run,neighborhood,1414,87.739230126553,Q2,Underassessed,Underassessed,1,1,383500,0.573405194805195,11.7557849870341,11.8104415338432,1.01711335343648,NA,NA
Valley Run,neighborhood,1415,87.739230126553,Q3,Accurate,Accurate,5,5,383500,0.573405194805195,11.7557849870341,11.8104415338432,1.01711335343648,NA,NA
Valley Run,neighborhood,1416,87.739230126553,Q4,Accurate,Accurate,2,2,383500,0.573405194805195,11.7557849870341,11.8104415338432,1.01711335343648,NA,NA
Valley Run,neighborhood,1417,87.739230126553,Q4,Underassessed,Underassessed,3,3,383500,0.573405194805195,11.7557849870341,11.8104415338432,1.01711335343648,NA,NA
Valleybrook,neighborhood,1418,57.9038934646265,Q1,Overassessed,Overassessed,5,5,438750,0.636943202946307,13.2386080744985,17.9556716325136,1.02182246575931,NA,NA
Valleybrook,neighborhood,1419,57.9038934646265,Q2,Accurate,Accurate,1,1,438750,0.636943202946307,13.2386080744985,17.9556716325136,1.02182246575931,NA,NA
Valleybrook,neighborhood,1420,57.9038934646265,Q2,Overassessed,Overassessed,4,4,438750,0.636943202946307,13.2386080744985,17.9556716325136,1.02182246575931,NA,NA
Valleybrook,neighborhood,1421,57.9038934646265,Q3,Accurate,Accurate,2,2,438750,0.636943202946307,13.2386080744985,17.9556716325136,1.02182246575931,NA,NA
Valleybrook,neighborhood,1422,57.9038934646265,Q3,Overassessed,Overassessed,2,2,438750,0.636943202946307,13.2386080744985,17.9556716325136,1.02182246575931,NA,NA
Valleybrook,neighborhood,1423,57.9038934646265,Q4,Accurate,Accurate,3,3,438750,0.636943202946307,13.2386080744985,17.9556716325136,1.02182246575931,NA,NA
Valleybrook,neighborhood,1424,57.9038934646265,Q4,Underassessed,Underassessed,1,1,438750,0.636943202946307,13.2386080744985,17.9556716325136,1.02182246575931,NA,NA
Vantage Pointe,neighborhood,1425,85.4591822432383,Q1,Overassessed,Overassessed,6,6,370000,0.5616875,17.9124629377703,17.6121459787003,1.03276180176946,NA,NA
Vantage Pointe,neighborhood,1426,85.4591822432383,Q2,Accurate,Accurate,3,3,370000,0.5616875,17.9124629377703,17.6121459787003,1.03276180176946,NA,NA
Vantage Pointe,neighborhood,1427,85.4591822432383,Q2,Overassessed,Overassessed,1,1,370000,0.5616875,17.9124629377703,17.6121459787003,1.03276180176946,NA,NA
Vantage Pointe,neighborhood,1428,85.4591822432383,Q2,Underassessed,Underassessed,2,2,370000,0.5616875,17.9124629377703,17.6121459787003,1.03276180176946,NA,NA
Vantage Pointe,neighborhood,1429,85.4591822432383,Q3,Accurate,Accurate,1,1,370000,0.5616875,17.9124629377703,17.6121459787003,1.03276180176946,NA,NA
Vantage Pointe,neighborhood,1430,85.4591822432383,Q3,Underassessed,Underassessed,5,5,370000,0.5616875,17.9124629377703,17.6121459787003,1.03276180176946,NA,NA
Vantage Pointe,neighborhood,1431,85.4591822432383,Q4,Accurate,Accurate,2,2,370000,0.5616875,17.9124629377703,17.6121459787003,1.03276180176946,NA,NA
Vantage Pointe,neighborhood,1432,85.4591822432383,Q4,Overassessed,Overassessed,1,1,370000,0.5616875,17.9124629377703,17.6121459787003,1.03276180176946,NA,NA
Vantage Pointe,neighborhood,1433,85.4591822432383,Q4,Underassessed,Underassessed,2,2,370000,0.5616875,17.9124629377703,17.6121459787003,1.03276180176946,NA,NA
Walltown,neighborhood,1434,97.8953444223226,Q1,Accurate,Accurate,4,4,413500,0.502686215092097,20.7351374309948,20.3618288251417,0.985365013259433,NA,NA
Walltown,neighborhood,1435,97.8953444223226,Q1,Overassessed,Overassessed,4,4,413500,0.502686215092097,20.7351374309948,20.3618288251417,0.985365013259433,NA,NA
Walltown,neighborhood,1436,97.8953444223226,Q1,Underassessed,Underassessed,9,9,413500,0.502686215092097,20.7351374309948,20.3618288251417,0.985365013259433,NA,NA
